StateProvince,Category,Manufacturer,Segment,SubCategory,OrderDate,OrderID,ProductName,Profit,ProfitCY,Sales,SalesCY
Maryland,Office Supplies,Wilson Jones,Corporate,Binders,7/22/2021,US-2021-114307,Wilson Jones Easy Flow II Sheet Lifters,$0.00K,,$0.0K,
Massachusetts,Office Supplies,Wilson Jones,Corporate,Binders,7/9/2020,US-2020-111094,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$0.06K,,$0.1K,
Massachusetts,Office Supplies,Pressboard,Corporate,Binders,11/26/2020,US-2020-117961,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$0.01K,,$0.0K,
New York,Office Supplies,Staple envelope,Corporate,Envelopes,11/19/2022,US-2022-168858,Staple envelope,$0.01K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Peel & Seel,Corporate,Envelopes,11/20/2019,US-2019-140396,"Peel & Seel Recycled Catalog Envelopes, Brown",$0.02K,,$0.0K,
Maryland,Office Supplies,Xerox,Corporate,Paper,12/2/2019,US-2019-154095,Xerox 1942,$0.07K,,$0.1K,
Massachusetts,Office Supplies,Other,Corporate,Paper,11/26/2020,US-2020-117961,Loose Memo Sheets,$0.01K,,$0.0K,
Massachusetts,Office Supplies,Xerox,Corporate,Paper,12/24/2022,US-2022-148355,Xerox 214,$0.01K,$0.0K,$0.0K,$0.0K
New Jersey,Office Supplies,Xerox,Corporate,Paper,10/28/2021,US-2021-142545,Xerox 1939,$0.03K,,$0.1K,
New York,Office Supplies,Xerox,Corporate,Paper,3/8/2020,US-2020-160213,Xerox 1997,$0.01K,,$0.0K,
New York,Office Supplies,Xerox,Corporate,Paper,12/20/2022,US-2022-102197,Xerox 188,$0.02K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Xerox,Corporate,Paper,2/13/2022,US-2022-104906,Xerox 1903,$0.01K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Xerox,Corporate,Paper,6/26/2022,US-2022-107132,Xerox 1991,$0.03K,$0.0K,$0.1K,$0.1K
New York,Office Supplies,Xerox,Corporate,Paper,8/9/2020,US-2020-128013,Xerox 1885,$0.07K,,$0.1K,
New York,Office Supplies,Xerox,Corporate,Paper,9/18/2022,US-2022-148068,Xerox 203,$0.01K,$0.0K,$0.0K,$0.0K
Connecticut,Office Supplies,Fellowes,Corporate,Storage,2/16/2022,US-2022-120019,Fellowes Staxonsteel Drawer Files,$0.08K,$0.1K,$0.6K,$0.6K
Delaware,Office Supplies,Other,Corporate,Storage,1/12/2020,US-2020-156755,"Dual Level, Single-Width Filing Carts",$0.12K,,$0.5K,
Massachusetts,Office Supplies,Decoflex,Corporate,Storage,9/28/2019,US-2019-107153,"Decoflex Hanging Personal Folder File, Blue",$0.01K,,$0.0K,
Massachusetts,Office Supplies,Other,Corporate,Storage,10/19/2022,US-2022-125388,Crate-A-Files,$0.01K,$0.0K,$0.0K,$0.0K
New Jersey,Office Supplies,Rogers,Corporate,Storage,10/29/2021,US-2021-112389,"Rogers Jumbo File, Granite",$0.00K,,$0.0K,
New York,Office Supplies,Other,Corporate,Storage,9/7/2020,US-2020-164084,Mobile Personal File Cube,$0.02K,,$0.1K,
New York,Office Supplies,Other,Corporate,Storage,11/13/2021,US-2021-101336,Portable Personal File Box,$0.01K,,$0.0K,
New York,Office Supplies,Staple magnet,Corporate,Storage,11/11/2021,US-2021-145548,Staple magnet,$0.01K,,$0.0K,
New York,Office Supplies,Fellowes,Corporate,Storage,10/13/2021,US-2021-101161,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$0.02K,,$0.1K,
New York,Office Supplies,Other,Corporate,Storage,2/21/2021,US-2021-168410,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",$0.08K,,$0.3K,
Rhode Island,Office Supplies,Advantus,Corporate,Storage,5/23/2020,US-2020-119102,Advantus Rolling Storage Box,$0.01K,,$0.1K,
New York,Office Supplies,Acme,Corporate,Supplies,4/1/2021,US-2021-161473,Acme Value Line Scissors,$0.00K,,$0.0K,
New Jersey,Office Supplies,Newell,Corporate,Art,7/6/2020,US-2020-116260,Newell 333,$0.00K,,$0.0K,
New York,Office Supplies,Newell,Corporate,Art,11/20/2020,US-2020-100454,Newell 335,$0.00K,,$0.0K,
Delaware,Office Supplies,Avery,Corporate,Binders,10/21/2021,US-2021-151169,Avery Reinforcements for Hole-Punch Pages,$0.00K,,$0.0K,
Delaware,Office Supplies,Wilson Jones,Corporate,Binders,9/23/2019,US-2019-148369,Wilson Jones Suede Grain Vinyl Binders,$0.01K,,$0.0K,
Maryland,Office Supplies,Acco,Corporate,Binders,9/18/2020,US-2020-109575,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$0.03K,,$0.1K,
Massachusetts,Office Supplies,Other,Corporate,Binders,11/26/2020,US-2020-117961,Aluminum Screw Posts,$0.03K,,$0.1K,
New Jersey,Office Supplies,Global,Corporate,Envelopes,10/2/2020,US-2020-137008,Globe Weis Peel & Seel First Class Envelopes,$0.02K,,$0.1K,
New York,Office Supplies,Other,Corporate,Fasteners,9/7/2020,US-2020-164084,Assorted Color Push Pins,$0.00K,,$0.0K,
New York,Office Supplies,Avery,Corporate,Labels,7/23/2022,US-2022-103506,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",$0.02K,$0.0K,$0.0K,$0.0K
Massachusetts,Office Supplies,Xerox,Corporate,Paper,12/28/2019,US-2019-141313,Xerox 1906,$0.07K,,$0.1K,
New York,Office Supplies,Xerox,Corporate,Paper,9/2/2022,US-2022-157987,Xerox 1962,$0.01K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Xerox,Corporate,Paper,6/3/2022,US-2022-113908,Xerox 188,$0.02K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Xerox,Corporate,Paper,11/20/2019,US-2019-140396,Xerox 2000,$0.01K,,$0.0K,
New Jersey,Office Supplies,Fellowes,Corporate,Storage,11/25/2021,US-2021-160535,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$0.07K,,$0.6K,
New York,Office Supplies,Other,Corporate,Storage,6/26/2022,US-2022-107132,"Hot File 7-Pocket, Floor Stand",$0.21K,$0.2K,$0.7K,$0.7K
New York,Office Supplies,Fiskars,Corporate,Supplies,12/12/2021,US-2021-169824,Fiskars Home & Office Scissors,$0.01K,,$0.0K,
New York,Office Supplies,Eureka,Corporate,Appliances,12/5/2022,US-2022-105235,Eureka The Boss Cordless Rechargeable Stick Vac,$0.07K,$0.1K,$0.3K,$0.3K
New York,Office Supplies,Other,Corporate,Appliances,8/23/2021,US-2021-158001,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",$0.28K,,$1.0K,
Delaware,Office Supplies,Hunt,Corporate,Art,7/8/2022,US-2022-140480,Hunt Boston Vacuum Mount KS Pencil Sharpener,$0.05K,$0.0K,$0.2K,$0.2K
Delaware,Office Supplies,Other,Corporate,Art,11/17/2019,US-2019-119375,Deluxe Chalkboard Eraser Cleaner,$0.03K,,$0.1K,
New York,Office Supplies,Boston,Corporate,Art,11/13/2021,US-2021-101336,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$0.04K,,$0.1K,
New York,Office Supplies,Boston,Corporate,Art,10/30/2021,US-2021-153836,Boston KS Multi-Size Manual Pencil Sharpener,$0.03K,,$0.1K,
New York,Office Supplies,Prang,Corporate,Art,6/10/2022,US-2022-167080,Prang Dustless Chalk Sticks,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,BIC,Corporate,Art,10/13/2021,US-2021-101161,BIC Liqua Brite Liner,$0.01K,,$0.0K,
New York,Office Supplies,Prang,Corporate,Art,6/26/2021,US-2021-100790,Prang Colored Pencils,$0.01K,,$0.0K,
New York,Office Supplies,Dixon,Corporate,Art,8/23/2021,US-2021-158001,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$0.01K,,$0.0K,
Connecticut,Office Supplies,Acco,Corporate,Binders,10/2/2020,US-2020-145121,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",$0.01K,,$0.0K,
Massachusetts,Office Supplies,Avery,Corporate,Binders,12/24/2022,US-2022-148355,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",$0.01K,$0.0K,$0.0K,$0.0K
New Jersey,Office Supplies,Wilson Jones,Corporate,Binders,4/16/2021,US-2021-107440,Wilson Jones Standard D-Ring Binders,$0.01K,,$0.0K,
New York,Office Supplies,Avery,Corporate,Labels,10/13/2021,US-2021-101161,Avery White Multi-Purpose Labels,$0.01K,,$0.0K,
Maryland,Office Supplies,Other,Corporate,Paper,12/10/2020,US-2020-138093,Astroparche Fine Business Paper,$0.01K,,$0.0K,
Maryland,Office Supplies,Other,Corporate,Paper,12/10/2020,US-2020-138093,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",$0.02K,,$0.0K,
New Jersey,Office Supplies,Xerox,Corporate,Paper,10/28/2021,US-2021-142545,Xerox 223,$0.02K,,$0.0K,
New Jersey,Office Supplies,Other,Corporate,Paper,10/2/2020,US-2020-137008,Computer Printout Paper with Letter-Trim Perforations,$0.05K,,$0.1K,
New York,Office Supplies,Xerox,Corporate,Paper,9/20/2020,US-2020-156013,Xerox 1881,$0.03K,,$0.1K,
New York,Office Supplies,Xerox,Corporate,Paper,12/20/2022,US-2022-102197,Xerox 1908,$0.14K,$0.1K,$0.3K,$0.3K
New York,Office Supplies,Other,Corporate,Paper,11/14/2020,US-2020-137897,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",$0.02K,,$0.0K,
New York,Office Supplies,Xerox,Corporate,Paper,10/23/2022,US-2022-139913,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$0.01K,$0.0K,$0.0K,$0.0K
Massachusetts,Office Supplies,Fellowes,Corporate,Storage,12/28/2019,US-2019-141313,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$0.08K,,$0.7K,
Massachusetts,Office Supplies,Tennsco,Corporate,Storage,11/26/2020,US-2020-117961,"Tennsco Lockers, Sand",$0.03K,,$0.1K,
New York,Office Supplies,Tenex,Corporate,Storage,11/13/2021,US-2021-101336,"Tenex File Box, Personal Filing Tote with Lid, Black",$0.02K,,$0.1K,
New York,Office Supplies,Iceberg,Corporate,Storage,7/6/2020,US-2020-108665,Iceberg Mobile Mega Data/Printer Cart,$0.16K,,$0.6K,
New York,Office Supplies,Gould Plastics,Corporate,Storage,3/26/2021,US-2021-123666,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",$0.02K,,$0.5K,
New York,Office Supplies,Fellowes,Corporate,Storage,6/26/2021,US-2021-100790,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$0.08K,,$0.7K,
New York,Office Supplies,Acme,Corporate,Supplies,6/26/2022,US-2022-107132,Acme Preferred Stainless Steel Scissors,$0.01K,$0.0K,$0.0K,$0.0K
Massachusetts,Office Supplies,Hoover,Corporate,Appliances,12/28/2019,US-2019-141313,Hoover Upright Vacuum With Dirt Cup,$0.50K,,$1.7K,
New York,Office Supplies,Bionaire,Corporate,Appliances,5/19/2022,US-2022-100048,Bionaire Personal Warm Mist Humidifier/Vaporizer,$0.11K,$0.1K,$0.3K,$0.3K
New York,Office Supplies,Newell,Corporate,Art,8/23/2021,US-2021-158001,Newell 331,$0.01K,,$0.0K,
Vermont,Office Supplies,Other,Corporate,Art,1/23/2021,US-2021-165505,4009 Highlighters,$0.00K,,$0.0K,
New York,Office Supplies,Other,Corporate,Fasteners,2/28/2021,US-2021-101623,Staples,$0.02K,,$0.0K,
Delaware,Office Supplies,Avery,Corporate,Labels,11/19/2019,US-2019-123183,Avery 480,$0.01K,,$0.0K,
Maryland,Office Supplies,Avery,Corporate,Labels,12/2/2019,US-2019-154095,Avery 509,$0.01K,,$0.0K,
New York,Office Supplies,Avery,Corporate,Labels,9/2/2022,US-2022-157987,Avery 518,$0.01K,$0.0K,$0.0K,$0.0K
Delaware,Office Supplies,Easy-staple paper,Corporate,Paper,3/2/2022,US-2022-104885,Easy-staple paper,$0.03K,$0.0K,$0.1K,$0.1K
New Hampshire,Office Supplies,Xerox,Corporate,Paper,2/16/2020,US-2020-156923,Xerox 1920,$0.02K,,$0.0K,
New York,Office Supplies,Belkin,Corporate,Storage,12/4/2021,US-2021-139885,Belkin OmniView SE Rackmount Kit,$0.00K,,$0.2K,
New York,Office Supplies,Hoover,Corporate,Appliances,11/19/2022,US-2022-168858,Hoover Shoulder Vac Commercial Portable Vacuum,$0.63K,$0.6K,$2.5K,$2.5K
New York,Office Supplies,Avanti,Corporate,Appliances,7/3/2021,US-2021-168543,Avanti 1.7 Cu. Ft. Refrigerator,$0.20K,,$0.7K,
Delaware,Office Supplies,Newell,Corporate,Art,7/8/2022,US-2022-140480,Newell 325,$0.01K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Sanford,Corporate,Art,12/12/2021,US-2021-169824,Sanford Pocket Accent Highlighters,$0.00K,,$0.0K,
Delaware,Office Supplies,Premier,Corporate,Binders,11/19/2019,US-2019-123183,"Premier Elliptical Ring Binder, Black",$0.10K,,$0.2K,
Delaware,Office Supplies,Staple envelope,Corporate,Envelopes,3/2/2022,US-2022-104885,Staple envelope,$0.03K,$0.0K,$0.1K,$0.1K
New York,Office Supplies,Advantus,Corporate,Fasteners,12/11/2021,US-2021-105816,Advantus Push Pins,$0.01K,,$0.0K,
Delaware,Office Supplies,Smead,Corporate,Storage,11/17/2019,US-2019-119375,Smead Adjustable Mobile File Trolley with Lockable Top,$0.79K,,$2.9K,
Maryland,Office Supplies,SAFCO,Corporate,Storage,9/18/2020,US-2020-109575,Safco Industrial Wire Shelving System,$0.00K,,$0.6K,
New York,Office Supplies,Other,Corporate,Storage,6/30/2022,US-2022-164112,"Dual Level, Single-Width Filing Carts",$0.28K,$0.3K,$1.1K,$1.1K
New York,Office Supplies,Staple envelope,Corporate,Envelopes,11/28/2020,US-2020-161711,Staple envelope,$0.03K,,$0.1K,
Maryland,Office Supplies,Xerox,Corporate,Paper,7/22/2021,US-2021-114307,Xerox 216,$0.02K,,$0.1K,
New Jersey,Office Supplies,Tennsco,Corporate,Storage,10/28/2021,US-2021-142545,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",$0.01K,,$1.1K,
New York,Office Supplies,Advantus,Corporate,Storage,9/7/2022,US-2022-148929,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$0.13K,$0.1K,$0.5K,$0.5K
Maryland,Office Supplies,Other,Corporate,Art,12/10/2020,US-2020-138093,Manco Dry-Lighter Erasable Highlighter,$0.01K,,$0.0K,
Massachusetts,Office Supplies,Wilson Jones,Corporate,Binders,8/17/2020,US-2020-111297,Wilson Jones ¡°Snap¡± Scratch Pad Binder Tool for Ring Binders,$0.02K,,$0.1K,
Massachusetts,Office Supplies,Xerox,Corporate,Paper,9/10/2020,US-2020-147242,Xerox 1960,$0.13K,,$0.3K,
New York,Office Supplies,Adams,Corporate,Paper,12/10/2021,US-2021-127194,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6¡± x 11¡±",$0.03K,,$0.1K,
Connecticut,Office Supplies,SAFCO,Corporate,Storage,8/28/2020,US-2020-107902,"SAFCO Mobile Desk Side File, Wire Frame",$0.12K,,$0.5K,
Vermont,Office Supplies,Iceberg,Corporate,Storage,1/23/2021,US-2021-165505,Iceberg Mobile Mega Data/Printer Cart,$0.41K,,$1.6K,
Pennsylvania,Office Supplies,Quartet,Corporate,Art,9/9/2022,US-2022-118087,"Quartet Omega Colored Chalk, 12/Pack",$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Other,Corporate,Art,5/26/2021,US-2021-132409,"OIC #2 Pencils, Medium Soft",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Newell,Corporate,Art,1/4/2021,US-2021-158211,Newell 312,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Crayola,Corporate,Art,12/9/2022,US-2022-148012,Crayola Colored Pencils,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Other,Corporate,Binders,11/10/2021,US-2021-125164,Canvas Sectional Post Binders,$0.01K,,$0.0K,
New York,Office Supplies,Acco,Corporate,Binders,8/24/2022,US-2022-123043,Acco Translucent Poly Ring Binders,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Wilson Jones,Corporate,Binders,12/20/2022,US-2022-105480,Wilson Jones Leather-Like Binders with DublLock Round Rings,$0.00K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Other,Corporate,Fasteners,4/16/2020,US-2020-161263,Assorted Color Push Pins,$0.00K,,$0.0K,
Ohio,Office Supplies,SAFCO,Corporate,Storage,12/9/2022,US-2022-145366,Safco Commercial Shelving,-$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Carina,Corporate,Storage,9/7/2019,US-2019-122882,"Carina 42""Hx23 3/4""W Media Storage Unit",-$0.01K,,$0.1K,
Pennsylvania,Office Supplies,Sterilite,Corporate,Storage,4/28/2022,US-2022-160962,Sterilite Officeware Hinged File Box,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Holmes,Corporate,Appliances,5/26/2021,US-2021-132409,Holmes HEPA Air Purifier,$0.01K,,$0.0K,
Ohio,Office Supplies,Dixon,Corporate,Art,9/23/2021,US-2021-129469,"Dixon Ticonderoga Maple Cedar Pencil, #2",$0.00K,,$0.0K,
Ohio,Office Supplies,BIC,Corporate,Art,1/12/2020,US-2020-128608,"BIC Brite Liner Highlighters, Chisel Tip",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Newell,Corporate,Art,4/28/2022,US-2022-160962,Newell 341,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Other,Corporate,Binders,9/20/2020,US-2020-156013,Recycled Premium Regency Composition Covers,$0.01K,,$0.0K,
New York,Office Supplies,Wilson Jones,Corporate,Binders,1/5/2020,US-2020-108588,Wilson Jones data.warehouse D-Ring Binders with DublLock,$0.00K,,$0.0K,
New York,Office Supplies,GBC,Corporate,Binders,7/14/2021,US-2021-117282,GBC Standard Plastic Binding Systems Combs,$0.01K,,$0.0K,
New York,Office Supplies,GBC,Corporate,Binders,6/26/2022,US-2022-107132,GBC ProClick Punch Binding System,$0.04K,$0.0K,$0.1K,$0.1K
New York,Office Supplies,GBC,Corporate,Binders,9/15/2021,US-2021-149797,GBC DocuBind 300 Electric Binding Machine,$0.29K,,$0.8K,
New York,Office Supplies,Acco,Corporate,Binders,9/7/2020,US-2020-164084,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Envelopes,11/7/2020,US-2020-134922,"White Envelopes, White Envelopes with Clear Poly Window",$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Advantus,Corporate,Fasteners,5/3/2022,US-2022-132199,Advantus Plastic Paper Clips,$0.00K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Avery,Corporate,Labels,1/2/2020,US-2020-146262,Avery 505,$0.01K,,$0.0K,
Ohio,Office Supplies,Strathmore,Corporate,Paper,11/12/2022,US-2022-122644,Strathmore Photo Mount Cards,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,8/16/2020,US-2020-126753,Xerox 227,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Paper,10/13/2022,US-2022-132976,"Post-it ¡°Important Message¡± Note Pad, Neon Colors, 50 Sheets/Pad",$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,4/9/2022,US-2022-169404,Xerox 1893,$0.02K,$0.0K,$0.1K,$0.1K
Ohio,Office Supplies,Other,Corporate,Storage,10/20/2022,US-2022-147277,Deluxe Rollaway Locking File with Drawer,$0.07K,$0.1K,$0.7K,$0.7K
Ohio,Office Supplies,Fellowes,Corporate,Storage,9/29/2022,US-2022-148138,Fellowes Bankers Box Stor/Drawer Steel Plus,-$0.01K,$0.0K,$0.1K,$0.1K
Pennsylvania,Office Supplies,Tennsco,Corporate,Storage,11/28/2021,US-2021-127243,Tennsco Commercial Shelving,-$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Belkin,Corporate,Storage,5/12/2021,US-2021-101196,"Belkin 19"" Vented Equipment Shelf, Black",-$0.02K,,$0.1K,
Pennsylvania,Office Supplies,Fellowes,Corporate,Storage,5/15/2020,US-2020-138492,Fellowes Neat Ideas Storage Cubes,-$0.01K,,$0.1K,
Pennsylvania,Office Supplies,Gould Plastics,Corporate,Storage,7/29/2021,US-2021-116344,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-$0.02K,,$0.1K,
Pennsylvania,Office Supplies,Gould Plastics,Corporate,Storage,9/15/2020,US-2020-100734,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-$0.03K,,$0.1K,
Pennsylvania,Office Supplies,Staple magnet,Corporate,Storage,10/3/2020,US-2020-125178,Staple magnet,$0.00K,,$0.0K,
Ohio,Office Supplies,Holmes,Corporate,Appliances,11/26/2022,US-2022-155957,Holmes HEPA Air Purifier,$0.01K,$0.0K,$0.1K,$0.1K
Ohio,Office Supplies,Belkin,Corporate,Appliances,4/16/2020,US-2020-161263,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Appliances,11/2/2022,US-2022-127782,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$0.00K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Panasonic,Corporate,Art,11/16/2022,US-2022-160633,Panasonic KP-380BK Classic Electric Pencil Sharpener,$0.01K,$0.0K,$0.1K,$0.1K
Ohio,Office Supplies,Crayola,Corporate,Art,4/16/2020,US-2020-161263,Crayola Colored Pencils,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Dixon,Corporate,Art,12/4/2022,US-2022-117667,DIXON Ticonderoga Erasable Checking Pencils,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Other,Corporate,Art,9/29/2019,US-2019-122931,Nontoxic Chalk,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Eldon,Corporate,Art,12/26/2019,US-2019-101427,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Binney & Smith,Corporate,Art,8/26/2021,US-2021-132094,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",$0.00K,,$0.0K,
New York,Office Supplies,Other,Corporate,Binders,10/13/2019,US-2019-123316,Recycled Pressboard Report Cover with Reinforced Top Hinge,$0.00K,,$0.0K,
New York,Office Supplies,Angle-D,Corporate,Binders,7/23/2022,US-2022-117240,Angle-D Ring Binders,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,GBC,Corporate,Binders,12/20/2022,US-2022-102197,GBC Premium Transparent Covers with Diagonal Lined Pattern,$0.02K,$0.0K,$0.1K,$0.1K
New York,Office Supplies,Other,Corporate,Binders,5/2/2021,US-2021-158155,Vinyl Sectional Post Binders,$0.03K,,$0.1K,
New York,Office Supplies,Other,Corporate,Binders,11/11/2021,US-2021-145548,Deluxe Heavy-Duty Vinyl Round Ring Binder,$0.02K,,$0.1K,
New York,Office Supplies,XtraLife,Corporate,Binders,11/11/2021,US-2021-145548,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",$0.01K,,$0.0K,
New York,Office Supplies,GBC,Corporate,Binders,10/30/2021,US-2021-153836,GBC Personal VeloBind Strips,$0.01K,,$0.0K,
New York,Office Supplies,Wilson Jones,Corporate,Binders,11/10/2021,US-2021-125164,Wilson Jones Century Plastic Molded Ring Binders,$0.02K,,$0.0K,
New York,Office Supplies,Other,Corporate,Binders,12/26/2021,US-2021-123015,Round Ring Binders,$0.00K,,$0.0K,
New York,Office Supplies,Fellowes,Corporate,Binders,11/10/2022,US-2022-104640,Fellowes PB300 Plastic Comb Binding Machine,$0.31K,$0.3K,$0.9K,$0.9K
New York,Office Supplies,3M,Corporate,Binders,11/20/2019,US-2019-140396,3M Organizer Strips,$0.00K,,$0.0K,
New York,Office Supplies,Wilson Jones,Corporate,Binders,6/19/2022,US-2022-169999,Wilson Jones Turn Tabs Binder Tool for Ring Binders,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Avery,Corporate,Binders,4/1/2021,US-2021-161473,Avery Hanging File Binders,$0.00K,,$0.0K,
Ohio,Office Supplies,Other,Corporate,Envelopes,12/9/2022,US-2022-145366,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",$0.02K,$0.0K,$0.1K,$0.1K
Ohio,Office Supplies,Staple envelope,Corporate,Envelopes,12/27/2020,US-2020-101889,Staple envelope,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Envelopes,2/23/2021,US-2021-144400,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",$0.02K,,$0.1K,
Pennsylvania,Office Supplies,Other,Corporate,Envelopes,11/23/2019,US-2019-149055,Quality Park Security Envelopes,$0.02K,,$0.1K,
Pennsylvania,Office Supplies,Other,Corporate,Envelopes,11/2/2022,US-2022-127782,Colored Envelopes,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Avery,Corporate,Labels,8/13/2022,US-2022-167542,Avery 486,$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Avery,Corporate,Labels,10/13/2022,US-2022-132976,Avery 489,$0.01K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,HP,Corporate,Paper,5/28/2022,US-2022-161340,HP Office Recycled Paper (20Lb. and 87 Bright),$0.01K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Other,Corporate,Paper,12/5/2019,US-2019-151162,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",$0.01K,,$0.0K,
Ohio,Office Supplies,Xerox,Corporate,Paper,12/5/2019,US-2019-151162,Xerox 1893,$0.04K,,$0.1K,
Pennsylvania,Office Supplies,Wirebound,Corporate,Paper,7/6/2022,US-2022-124303,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,7/31/2022,US-2022-121909,Xerox 1991,$0.02K,$0.0K,$0.1K,$0.1K
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,8/16/2020,US-2020-126753,Xerox 199,$0.00K,,$0.0K,
Ohio,Office Supplies,Carina,Corporate,Storage,11/4/2022,US-2022-122672,"Carina 42""Hx23 3/4""W Media Storage Unit",-$0.04K,$0.0K,$0.2K,$0.2K
New York,Office Supplies,Acco,Corporate,Binders,11/22/2021,US-2021-154711,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$0.00K,,$0.0K,
New York,Office Supplies,DXL,Corporate,Binders,8/24/2022,US-2022-123043,DXL Angle-View Binders with Locking Rings by Samsill,$0.01K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Acco,Corporate,Binders,2/6/2022,US-2022-101840,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",$0.02K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Other,Corporate,Envelopes,9/25/2022,US-2022-122112,Security-Tint Envelopes,$0.01K,$0.0K,$0.0K,$0.0K
